	Ticker Symbol	Years	Period Ending	Period Ending Year	Total Revenue	Cost of Goods Sold	 Sales, General and Admin. 	Research and Development	Other Operating Items	GICS Sector	GICS Sub Industry	Gross Margin 1-(COGS/Total revenue)	Operating Margin [Operating profit or Income/Total revenue]	Operating profit [Gross profit - Total operatign expenses]	Gross profit [Total revenue - COGS]
1524	TIF	Year 3	1/31/2015	2015	$4,249,900,000	$1,712,700,000	$1,645,800,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.60	0.21	$891,400,000	$2,537,200,000
1525	TIF	Year 4	1/31/2016	2016	$4,104,900,000	$1,613,600,000	$1,731,200,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.61	0.19	$760,100,000	$2,491,300,000
1526	TJX	Year 1	2/2/2013	2013	$25,878,372,000	$18,521,400,000	$4,250,446,000	$0	$0	Consumer Discretionary	Apparel Retail	0.28	0.12	$3,106,526,000	$7,356,972,000
1527	TJX	Year 2	2/1/2014	2014	$27,422,696,000	$19,605,037,000	$4,467,089,000	$0	$0	Consumer Discretionary	Apparel Retail	0.29	0.12	$3,350,570,000	$7,817,659,000
1528	TJX	Year 3	1/31/2015	2015	$29,078,407,000	$20,776,522,000	$4,695,384,000	$0	$0	Consumer Discretionary	Apparel Retail	0.29	0.12	$3,606,501,000	$8,301,885,000
1529	TJX	Year 4	1/30/2016	2016	$30,944,938,000	$22,034,523,000	$5,205,715,000	$0	$0	Consumer Discretionary	Apparel Retail	0.29	0.12	$3,704,700,000	$8,910,415,000
1530	TMK	Year 1	12/31/2012	2012	$3,589,516,000	$1,955,682,000	$0	$0	$787,329,000	Financials	Life & Health Insurance	0.46	0.24	$846,505,000	$1,633,834,000
1531	TMK	Year 2	12/31/2013	2013	$3,494,253,000	$1,838,766,000	$0	$0	$819,711,000	Financials	Life & Health Insurance	0.47	0.24	$835,776,000	$1,655,487,000
1532	TMK	Year 3	12/31/2014	2014	$3,620,095,000	$1,903,384,000	$0	$0	$855,908,000	Financials	Life & Health Insurance	0.47	0.24	$860,803,000	$1,716,711,000
1533	TMK	Year 4	12/31/2015	2015	$3,766,065,000	$2,016,212,000	$0	$0	$907,024,000	Financials	Life & Health Insurance	0.46	0.22	$842,829,000	$1,749,853,000
1534	TMO	Year 1	12/31/2012	2012	$12,509,900,000	$7,214,400,000	$3,354,900,000	$376,400,000	$0	Health Care	Health Care Equipment	0.42	0.13	$1,564,200,000	$5,295,500,000
1535	TMO	Year 2	12/31/2013	2013	$13,090,300,000	$7,561,200,000	$3,446,300,000	$395,500,000	$0	Health Care	Health Care Equipment	0.42	0.13	$1,687,300,000	$5,529,100,000
1536	TMO	Year 3	12/31/2014	2014	$16,889,600,000	$9,397,600,000	$4,896,100,000	$691,100,000	$0	Health Care	Health Care Equipment	0.44	0.11	$1,904,800,000	$7,492,000,000
1537	TMO	Year 4	12/31/2015	2015	$16,965,400,000	$9,209,500,000	$4,612,100,000	$692,300,000	$0	Health Care	Health Care Equipment	0.46	0.14	$2,451,500,000	$7,755,900,000
1538	TRIP	Year 1	12/31/2012	2012	$763,000,000	$12,000,000	$429,000,000	$0	$26,000,000	Consumer Discretionary	Internet & Direct Marketing Retail	0.98	0.39	$296,000,000	$751,000,000
1539	TRIP	Year 2	12/31/2013	2013	$945,000,000	$18,000,000	$597,000,000	$0	$36,000,000	Consumer Discretionary	Internet & Direct Marketing Retail	0.98	0.31	$294,000,000	$927,000,000
1540	TRIP	Year 3	12/31/2014	2014	$1,246,000,000	$40,000,000	$801,000,000	$0	$65,000,000	Consumer Discretionary	Internet & Direct Marketing Retail	0.97	0.27	$340,000,000	$1,206,000,000
1541	TRIP	Year 4	12/31/2015	2015	$1,492,000,000	$58,000,000	$1,109,000,000	$0	$93,000,000	Consumer Discretionary	Internet & Direct Marketing Retail	0.96	0.16	$232,000,000	$1,434,000,000
1542	TRV	Year 1	12/31/2013	2013	$26,191,000,000	$13,307,000,000	$3,757,000,000	$0	$3,821,000,000	Financials	Property & Casualty Insurance	0.49	0.20	$5,306,000,000	$12,884,000,000
1543	TRV	Year 2	12/31/2014	2014	$27,174,000,000	$13,870,000,000	$3,964,000,000	$0	$3,882,000,000	Financials	Property & Casualty Insurance	0.49	0.20	$5,458,000,000	$13,304,000,000
1544	TRV	Year 3	12/31/2015	2015	$26,815,000,000	$13,723,000,000	$4,094,000,000	$0	$3,885,000,000	Financials	Property & Casualty Insurance	0.49	0.19	$5,113,000,000	$13,092,000,000
1545	TRV	Year 4	12/31/2016	2016	$27,625,000,000	$15,070,000,000	$4,154,000,000	$0	$3,985,000,000	Financials	Property & Casualty Insurance	0.45	0.16	$4,416,000,000	$12,555,000,000
1546	TSCO	Year 1	12/29/2012	2012	$4,664,120,000	$3,098,066,000	$1,040,287,000	$0	$88,975,000	Consumer Discretionary	Specialty Retail	0.34	0.09	$436,792,000	$1,566,054,000
1547	TSCO	Year 2	12/28/2013	2013	$5,164,784,000	$3,411,175,000	$1,138,934,000	$0	$100,025,000	Consumer Discretionary	Specialty Retail	0.34	0.10	$514,650,000	$1,753,609,000
1548	TSCO	Year 3	12/27/2014	2014	$5,711,715,000	$3,761,300,000	$1,246,308,000	$0	$114,635,000	Consumer Discretionary	Specialty Retail	0.34	0.10	$589,472,000	$1,950,415,000
1549	TSCO	Year 4	12/26/2015	2015	$6,226,507,000	$4,083,333,000	$1,369,097,000	$0	$123,569,000	Consumer Discretionary	Specialty Retail	0.34	0.10	$650,508,000	$2,143,174,000
1550	TSN	Year 1	10/3/2013	2013	$34,374,000,000	$32,016,000,000	$983,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.07	0.04	$1,375,000,000	$2,358,000,000
1551	TSN	Year 2	10/3/2014	2014	$37,580,000,000	$34,895,000,000	$1,255,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.07	0.04	$1,430,000,000	$2,685,000,000
1552	TSN	Year 3	10/3/2015	2015	$41,373,000,000	$37,456,000,000	$1,748,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.09	0.05	$2,169,000,000	$3,917,000,000
1553	TSN	Year 4	10/1/2016	2016	$36,881,000,000	$32,184,000,000	$1,864,000,000	$0	$0	Consumer Staples	Packaged Foods & Meats	0.13	0.08	$2,833,000,000	$4,697,000,000
1554	TSO	Year 1	12/31/2012	2012	$29,809,000,000	$26,045,000,000	$1,702,000,000	$0	$418,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.13	0.06	$1,644,000,000	$3,764,000,000
1555	TSO	Year 2	12/31/2013	2013	$37,601,000,000	$34,085,000,000	$2,248,000,000	$0	$489,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.09	0.02	$779,000,000	$3,516,000,000
1556	TSO	Year 3	12/31/2014	2014	$40,633,000,000	$35,673,000,000	$2,762,000,000	$0	$562,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.12	0.04	$1,636,000,000	$4,960,000,000
1557	TSO	Year 4	12/31/2015	2015	$28,711,000,000	$22,466,000,000	$2,620,000,000	$0	$756,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.22	0.10	$2,869,000,000	$6,245,000,000
1558	TSS	Year 1	12/31/2012	2012	$1,793,557,000	$1,189,341,000	$247,597,000	$0	$0	Information Technology	Internet Software & Services	0.34	0.20	$356,619,000	$604,216,000
1559	TSS	Year 2	12/31/2013	2013	$2,064,305,000	$1,369,438,000	$312,367,000	$0	$0	Information Technology	Internet Software & Services	0.34	0.19	$382,500,000	$694,867,000
1560	TSS	Year 3	12/31/2014	2014	$2,446,877,000	$1,668,892,000	$346,345,000	$0	$0	Information Technology	Internet Software & Services	0.32	0.18	$431,640,000	$777,985,000
1561	TSS	Year 4	12/31/2015	2015	$2,779,541,000	$1,855,181,000	$390,253,000	$0	$0	Information Technology	Internet Software & Services	0.33	0.19	$534,107,000	$924,360,000
1562	TXN	Year 1	12/31/2012	2012	$12,825,000,000	$6,457,000,000	$1,804,000,000	$1,877,000,000	$0	Information Technology	Semiconductors	0.50	0.21	$2,687,000,000	$6,368,000,000
1563	TXN	Year 2	12/31/2013	2013	$12,205,000,000	$5,841,000,000	$1,858,000,000	$1,522,000,000	$0	Information Technology	Semiconductors	0.52	0.24	$2,984,000,000	$6,364,000,000
1564	TXN	Year 3	12/31/2014	2014	$13,045,000,000	$5,618,000,000	$1,843,000,000	$1,358,000,000	$0	Information Technology	Semiconductors	0.57	0.32	$4,226,000,000	$7,427,000,000
1565	TXN	Year 4	12/31/2015	2015	$13,000,000,000	$5,440,000,000	$1,748,000,000	$1,280,000,000	$0	Information Technology	Semiconductors	0.58	0.35	$4,532,000,000	$7,560,000,000
1566	TXT	Year 1	12/29/2012	2012	$12,237,000,000	$10,019,000,000	$1,165,000,000	$0	$0	Industrials	Industrial Conglomerates	0.18	0.09	$1,053,000,000	$2,218,000,000
1567	TXT	Year 2	12/28/2013	2013	$12,104,000,000	$10,131,000,000	$1,126,000,000	$0	$0	Industrials	Industrial Conglomerates	0.16	0.07	$847,000,000	$1,973,000,000
1568	TXT	Year 3	1/3/2015	2015	$13,878,000,000	$11,421,000,000	$1,361,000,000	$0	$0	Industrials	Industrial Conglomerates	0.18	0.08	$1,096,000,000	$2,457,000,000
1569	TXT	Year 4	1/2/2016	2016	$13,423,000,000	$10,979,000,000	$1,304,000,000	$0	$0	Industrials	Industrial Conglomerates	0.18	0.08	$1,140,000,000	$2,444,000,000
1570	UA	Year 1	12/31/2012	2012	$1,834,921,000	$955,624,000	$670,602,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.48	0.11	$208,695,000	$879,297,000
1571	UA	Year 2	12/31/2013	2013	$2,332,051,000	$1,195,381,000	$871,572,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.49	0.11	$265,098,000	$1,136,670,000
1572	UA	Year 3	12/31/2014	2014	$3,084,370,000	$1,572,164,000	$1,158,251,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.49	0.11	$353,955,000	$1,512,206,000
1573	UA	Year 4	12/31/2015	2015	$3,963,313,000	$2,057,766,000	$1,497,000,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.48	0.10	$408,547,000	$1,905,547,000
1574	UAA	Year 1	12/31/2012	2012	$1,834,921,000	$955,624,000	$670,602,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.48	0.11	$208,695,000	$879,297,000
1575	UAA	Year 2	12/31/2013	2013	$2,332,051,000	$1,195,381,000	$871,572,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.49	0.11	$265,098,000	$1,136,670,000
1576	UAA	Year 3	12/31/2014	2014	$3,084,370,000	$1,572,164,000	$1,158,251,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.49	0.11	$353,955,000	$1,512,206,000
1577	UAA	Year 4	12/31/2015	2015	$3,963,313,000	$2,057,766,000	$1,497,000,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.48	0.10	$408,547,000	$1,905,547,000
1578	UAL	Year 1	12/31/2012	2012	$37,152,000,000	$17,820,000,000	$16,448,000,000	$0	$1,522,000,000	Industrials	Airlines	0.52	0.04	$1,362,000,000	$19,332,000,000
1579	UAL	Year 2	12/31/2013	2013	$38,279,000,000	$17,192,000,000	$17,629,000,000	$0	$1,689,000,000	Industrials	Airlines	0.55	0.05	$1,769,000,000	$21,087,000,000
1580	UAL	Year 3	12/31/2014	2014	$38,901,000,000	$16,611,000,000	$17,795,000,000	$0	$1,679,000,000	Industrials	Airlines	0.57	0.07	$2,816,000,000	$22,290,000,000
1581	UAL	Year 4	12/31/2015	2015	$37,864,000,000	$12,130,000,000	$18,423,000,000	$0	$1,819,000,000	Industrials	Airlines	0.68	0.15	$5,492,000,000	$25,734,000,000
1582	UDR	Year 1	12/31/2012	2012	$716,612,000	$245,316,000	$58,005,000	$0	$346,031,000	Real Estate	Residential REITs	0.66	0.09	$67,260,000	$471,296,000
1583	UDR	Year 2	12/31/2013	2013	$758,926,000	$258,612,000	$37,121,000	$0	$346,273,000	Real Estate	Residential REITs	0.66	0.15	$116,920,000	$500,314,000
1584	UDR	Year 3	12/31/2014	2014	$818,046,000	$270,741,000	$56,612,000	$0	$363,929,000	Real Estate	Residential REITs	0.67	0.15	$126,764,000	$547,305,000
1585	UDR	Year 4	12/31/2015	2015	$894,638,000	$282,037,000	$71,733,000	$0	$381,277,000	Real Estate	Residential REITs	0.68	0.18	$159,591,000	$612,601,000
1590	ULTA	Year 1	2/2/2013	2013	$2,220,256,000	$1,436,582,000	$488,880,000	$0	$0	Consumer Discretionary	Specialty Stores	0.35	0.13	$294,794,000	$783,674,000
1591	ULTA	Year 2	2/2/2014	2014	$2,670,573,000	$1,729,325,000	$596,390,000	$0	$0	Consumer Discretionary	Specialty Stores	0.35	0.13	$344,858,000	$941,248,000
1592	ULTA	Year 3	1/31/2015	2015	$3,241,369,000	$2,104,582,000	$712,006,000	$0	$0	Consumer Discretionary	Specialty Stores	0.35	0.13	$424,781,000	$1,136,787,000
1593	ULTA	Year 4	1/31/2016	2016	$3,924,116,000	$2,539,783,000	$863,354,000	$0	$0	Consumer Discretionary	Specialty Stores	0.35	0.13	$520,979,000	$1,384,333,000
1594	UNH	Year 1	12/31/2013	2013	$122,489,000,000	$89,659,000,000	$0	$0	$23,207,000,000	Health Care	Managed Health Care	0.27	0.08	$9,623,000,000	$32,830,000,000
1595	UNH	Year 2	12/31/2014	2014	$130,474,000,000	$93,633,000,000	$0	$0	$26,567,000,000	Health Care	Managed Health Care	0.28	0.08	$10,274,000,000	$36,841,000,000
1596	UNH	Year 3	12/31/2015	2015	$157,107,000,000	$103,875,000,000	$0	$0	$42,211,000,000	Health Care	Managed Health Care	0.34	0.07	$11,021,000,000	$53,232,000,000
1597	UNH	Year 4	12/31/2016	2016	$184,840,000,000	$117,038,000,000	$0	$0	$54,872,000,000	Health Care	Managed Health Care	0.37	0.07	$12,930,000,000	$67,802,000,000
1598	UNM	Year 1	12/31/2012	2012	$10,515,400,000	$7,172,100,000	$786,800,000	$0	$1,161,600,000	Financials	Diversified Financial Services	0.32	0.13	$1,394,900,000	$3,343,300,000
1599	UNM	Year 2	12/31/2013	2013	$10,368,600,000	$7,038,400,000	$790,400,000	$0	$1,170,400,000	Financials	Diversified Financial Services	0.32	0.13	$1,369,400,000	$3,330,200,000
1600	UNM	Year 3	12/31/2014	2014	$10,524,500,000	$7,722,100,000	$820,900,000	$0	$1,272,000,000	Financials	Diversified Financial Services	0.27	0.07	$709,500,000	$2,802,400,000
1601	UNM	Year 4	12/31/2015	2015	$10,731,300,000	$7,209,400,000	$835,100,000	$0	$1,295,700,000	Financials	Diversified Financial Services	0.33	0.13	$1,391,100,000	$3,521,900,000
1602	UNP	Year 1	12/31/2013	2013	$21,963,000,000	$5,849,000,000	$6,891,000,000	$0	$1,777,000,000	Industrials	Railroads	0.73	0.34	$7,446,000,000	$16,114,000,000
1603	UNP	Year 2	12/31/2014	2014	$23,988,000,000	$6,097,000,000	$7,234,000,000	$0	$1,904,000,000	Industrials	Railroads	0.75	0.36	$8,753,000,000	$17,891,000,000
1604	UNP	Year 3	12/31/2015	2015	$21,813,000,000	$4,434,000,000	$7,315,000,000	$0	$2,012,000,000	Industrials	Railroads	0.80	0.37	$8,052,000,000	$17,379,000,000
1605	UNP	Year 4	12/31/2016	2016	$19,941,000,000	$3,747,000,000	$6,884,000,000	$0	$2,038,000,000	Industrials	Railroads	0.81	0.36	$7,272,000,000	$16,194,000,000
1606	UPS	Year 1	12/31/2012	2012	$54,127,000,000	$13,574,000,000	$37,352,000,000	$0	$1,858,000,000	Industrials	Air Freight & Logistics	0.75	0.02	$1,343,000,000	$40,553,000,000
1607	UPS	Year 2	12/31/2013	2013	$55,438,000,000	$13,703,000,000	$32,834,000,000	$0	$1,867,000,000	Industrials	Air Freight & Logistics	0.75	0.13	$7,034,000,000	$41,735,000,000
1608	UPS	Year 3	12/31/2014	2014	$58,232,000,000	$14,758,000,000	$36,583,000,000	$0	$1,923,000,000	Industrials	Air Freight & Logistics	0.75	0.09	$4,968,000,000	$43,474,000,000
1609	UPS	Year 4	12/31/2015	2015	$58,363,000,000	$12,947,000,000	$35,664,000,000	$0	$2,084,000,000	Industrials	Air Freight & Logistics	0.78	0.13	$7,668,000,000	$45,416,000,000
1610	URBN	Year 1	1/31/2013	2013	$2,794,925,000	$1,763,394,000	$657,246,000	$0	$0	Consumer Discretionary	Apparel Retail	0.37	0.13	$374,285,000	$1,031,531,000
1611	URBN	Year 2	1/31/2014	2014	$3,086,608,000	$1,925,266,000	$734,511,000	$0	$0	Consumer Discretionary	Apparel Retail	0.38	0.14	$426,831,000	$1,161,342,000
1612	URBN	Year 3	1/31/2015	2015	$3,323,077,000	$2,148,147,000	$809,545,000	$0	$0	Consumer Discretionary	Apparel Retail	0.35	0.11	$365,385,000	$1,174,930,000
1613	URBN	Year 4	1/31/2016	2016	$3,445,134,000	$2,243,232,000	$848,323,000	$0	$0	Consumer Discretionary	Apparel Retail	0.35	0.10	$353,579,000	$1,201,902,000
1614	USB	Year 1	7/31/2013	2013	$2,436,948,000	$1,589,821,000	$441,168,000	$62,630,000	$0	Financials	Banks	0.35	0.14	$343,329,000	$847,127,000
1615	USB	Year 2	7/31/2014	2014	$2,473,500,000	$1,595,700,000	$460,300,000	$61,800,000	$0	Financials	Banks	0.35	0.14	$355,700,000	$877,800,000
1616	USB	Year 3	7/31/2015	2015	$2,371,200,000	$1,562,600,000	$460,100,000	$60,200,000	$0	Financials	Banks	0.34	0.12	$288,300,000	$808,600,000
1617	USB	Year 4	7/31/2016	2016	$2,220,300,000	$1,465,500,000	$425,100,000	$55,500,000	$0	Financials	Banks	0.34	0.12	$274,200,000	$754,800,000
1618	UTX	Year 1	12/31/2013	2013	$56,600,000,000	$40,468,000,000	$5,241,000,000	$2,342,000,000	$0	Industrials	Industrial Conglomerates	0.29	0.15	$8,549,000,000	$16,132,000,000
1619	UTX	Year 2	12/31/2014	2014	$57,900,000,000	$40,898,000,000	$4,934,000,000	$2,475,000,000	$0	Industrials	Industrial Conglomerates	0.29	0.17	$9,593,000,000	$17,002,000,000
1620	UTX	Year 3	12/31/2015	2015	$56,098,000,000	$40,431,000,000	$6,097,000,000	$2,279,000,000	$0	Industrials	Industrial Conglomerates	0.28	0.13	$7,291,000,000	$15,667,000,000
1621	UTX	Year 4	12/31/2016	2016	$57,244,000,000	$41,460,000,000	$5,275,000,000	$2,337,000,000	$0	Industrials	Industrial Conglomerates	0.28	0.14	$8,172,000,000	$15,784,000,000
1622	V	Year 1	9/30/2013	2013	$11,778,000,000	$1,932,000,000	$2,207,000,000	$0	$397,000,000	Information Technology	Internet Software & Services	0.84	0.61	$7,242,000,000	$9,846,000,000
1623	V	Year 2	9/30/2014	2014	$12,702,000,000	$1,875,000,000	$2,242,000,000	$0	$435,000,000	Information Technology	Internet Software & Services	0.85	0.64	$8,150,000,000	$10,827,000,000
1624	V	Year 3	9/30/2015	2015	$13,880,000,000	$2,079,000,000	$2,229,000,000	$0	$494,000,000	Information Technology	Internet Software & Services	0.85	0.65	$9,078,000,000	$11,801,000,000
1625	V	Year 4	9/30/2016	2016	$15,082,000,000	$2,226,000,000	$4,469,000,000	$0	$502,000,000	Information Technology	Internet Software & Services	0.85	0.52	$7,885,000,000	$12,856,000,000
1626	VAR	Year 1	9/27/2013	2013	$2,942,897,000	$1,693,210,000	$432,589,000	$208,208,000	$0	Health Care	Health Care Equipment	0.42	0.21	$608,890,000	$1,249,687,000
1627	VAR	Year 2	9/26/2014	2014	$3,049,800,000	$1,748,100,000	$470,600,000	$234,800,000	$0	Health Care	Health Care Equipment	0.43	0.20	$596,300,000	$1,301,700,000
1628	VAR	Year 3	10/2/2015	2015	$3,099,100,000	$1,816,400,000	$488,500,000	$245,200,000	$0	Health Care	Health Care Equipment	0.41	0.18	$549,000,000	$1,282,700,000
1629	VAR	Year 4	9/30/2016	2016	$3,217,800,000	$1,856,500,000	$557,000,000	$253,500,000	$0	Health Care	Health Care Equipment	0.42	0.17	$550,800,000	$1,361,300,000
1630	VFC	Year 1	12/31/2012	2012	$10,879,855,000	$5,817,880,000	$3,596,708,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.47	0.13	$1,465,267,000	$5,061,975,000
1631	VFC	Year 2	12/31/2013	2013	$11,419,648,000	$5,931,469,000	$3,841,032,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.48	0.14	$1,647,147,000	$5,488,179,000
1632	VFC	Year 3	1/3/2015	2015	$12,282,161,000	$6,288,190,000	$4,159,885,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.49	0.15	$1,834,086,000	$5,993,971,000
1633	VFC	Year 4	1/2/2016	2016	$12,376,744,000	$6,393,800,000	$4,178,386,000	$0	$0	Consumer Discretionary	Apparel, Accessories & Luxury Goods	0.48	0.15	$1,804,558,000	$5,982,944,000
1634	VIAB	Year 1	9/30/2013	2013	$13,794,000,000	$6,799,000,000	$2,829,000,000	$0	$237,000,000	Consumer Discretionary	Broadcasting & Cable TV	0.51	0.28	$3,929,000,000	$6,995,000,000
1635	VIAB	Year 2	9/30/2014	2014	$13,783,000,000	$6,542,000,000	$2,899,000,000	$0	$217,000,000	Consumer Discretionary	Broadcasting & Cable TV	0.53	0.30	$4,125,000,000	$7,241,000,000
1636	VIAB	Year 3	9/30/2015	2015	$13,268,000,000	$6,868,000,000	$2,860,000,000	$0	$222,000,000	Consumer Discretionary	Broadcasting & Cable TV	0.48	0.25	$3,318,000,000	$6,400,000,000
1637	VIAB	Year 4	9/30/2016	2016	$12,488,000,000	$6,684,000,000	$2,851,000,000	$0	$221,000,000	Consumer Discretionary	Broadcasting & Cable TV	0.46	0.22	$2,732,000,000	$5,804,000,000
1638	VLO	Year 1	12/31/2012	2012	$138,393,000,000	$126,485,000,000	$5,229,000,000	$0	$1,549,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.09	0.04	$5,130,000,000	$11,908,000,000
1639	VLO	Year 2	12/31/2013	2013	$138,074,000,000	$127,316,000,000	$5,081,000,000	$0	$1,720,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.08	0.03	$3,957,000,000	$10,758,000,000
1640	VLO	Year 3	12/31/2014	2014	$130,844,000,000	$118,141,000,000	$5,111,000,000	$0	$1,690,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.10	0.05	$5,902,000,000	$12,703,000,000
1641	VLO	Year 4	12/31/2015	2015	$87,804,000,000	$74,651,000,000	$4,953,000,000	$0	$1,842,000,000	Energy	Oil & Gas Refining & Marketing & Transportation	0.15	0.07	$6,358,000,000	$13,153,000,000
1642	VMC	Year 1	12/31/2012	2012	$2,567,310,000	$2,233,284,000	$308,143,000	$0	$0	Materials	Construction Materials	0.13	0.01	$25,883,000	$334,026,000
1643	VMC	Year 2	12/31/2013	2013	$2,770,709,000	$2,343,829,000	$274,217,000	$0	$0	Materials	Construction Materials	0.15	0.06	$152,663,000	$426,880,000
1644	VMC	Year 3	12/31/2014	2014	$2,994,169,000	$2,406,587,000	$292,358,000	$0	$0	Materials	Construction Materials	0.20	0.10	$295,224,000	$587,582,000
1645	VMC	Year 4	12/31/2015	2015	$3,422,181,000	$2,564,648,000	$312,694,000	$0	$0	Materials	Construction Materials	0.25	0.16	$544,839,000	$857,533,000
1646	VNO	Year 1	12/31/2013	2013	$2,299,176,000	$928,565,000	$177,366,000	$32,210,000	$461,627,000	Real Estate	REITs	0.60	0.30	$699,408,000	$1,370,611,000
1647	VNO	Year 2	12/31/2014	2014	$2,312,512,000	$953,611,000	$169,270,000	$0	$481,303,000	Real Estate	REITs	0.59	0.31	$708,328,000	$1,358,901,000
1648	VNO	Year 3	12/31/2015	2015	$2,502,267,000	$1,011,249,000	$175,307,000	$0	$542,952,000	Real Estate	REITs	0.60	0.31	$772,759,000	$1,491,018,000
1649	VNO	Year 4	12/31/2016	2016	$2,506,202,000	$1,024,336,000	$179,279,000	$0	$565,059,000	Real Estate	REITs	0.59	0.29	$737,528,000	$1,481,866,000
1650	VRSK	Year 1	12/31/2012	2012	$1,407,848,000	$516,708,000	$220,068,000	$0	$98,844,000	Industrials	Research & Consulting Services	0.63	0.41	$572,228,000	$891,140,000
1651	VRSK	Year 2	12/31/2013	2013	$1,595,703,000	$622,523,000	$228,982,000	$0	$129,931,000	Industrials	Research & Consulting Services	0.61	0.38	$614,267,000	$973,180,000
1652	VRSK	Year 3	12/31/2014	2014	$1,746,726,000	$716,598,000	$227,306,000	$0	$142,376,000	Industrials	Research & Consulting Services	0.59	0.38	$660,446,000	$1,030,128,000
1653	VRSK	Year 4	12/31/2015	2015	$2,068,010,000	$803,274,000	$312,690,000	$0	$215,484,000	Industrials	Research & Consulting Services	0.61	0.36	$736,562,000	$1,264,736,000
1654	VRSN	Year 1	12/31/2012	2012	$873,592,000	$167,600,000	$186,971,000	$61,694,000	$0	Information Technology	Internet Software & Services	0.81	0.52	$457,327,000	$705,992,000
